id,vurdering,type,navn,område,koordinater,begrundelse,vurderet,kategorier,score,antal_objekter,tæt_på_spot,auto_koordinater,osm,osm_status,fundet
k-way1236781410,,,,Skive,,,,bro,1.0,1,,"56.5640942, 9.0312283",way/1236781410,ok,2026-09-24
k-way1237488872,,,Rungsted Sejlklub,Rungsted,,,,sejlklub,1.0,1,,"55.8859146, 12.5464327",way/1237488872,ok,2026-09-24
k-way1237546197,,,,Vranderup,,,,bro,1.0,1,,"55.5063214, 9.4198131",way/1237546197,ok,2026-09-24
k-way1239421702,,,,Fussingø,,,,bro,1.0,1,,"56.4747338, 9.8477567",way/1239421702,ok,2026-09-24
k-way1239601543,,,,Kås,,,,bro,1.0,1,,"55.2398180, 14.8678259",way/1239601543,ok,2026-09-24
k-way1239986546,,,,Silkeborg,,,,bro,1.0,9,,"56.1746966, 9.5438536",way/1239986546 way/1239986547 way/1239986548 way/1239986549 way/1239986550 way/1239986551 way/1239986552 way/1239986553 way/1239986554,ok,2026-09-24
k-way1239986555,,,,Silkeborg,,,,bro,1.0,3,,"56.1751897, 9.5417896",way/1239986555 way/1239986556 way/1239986557,ok,2026-09-24
k-way1240397194,,,,Ørestad,,,,bro,1.0,1,,"55.6437756, 12.5477260",way/1240397194,ok,2026-09-24
k-way1240456880,,,Hundborgmolen,Hundborg,,,,bro,1.0,1,,"56.9266943, 8.5233741",way/1240456880,ok,2026-09-24
k-way1240500509,,,,Hurup,,,,bro,1.0,1,,"56.7507679, 8.4192083",way/1240500509,ok,2026-09-24
k-way1240709701,,,,Hurup,,,,bro,1.0,1,,"56.7563167, 8.3892496",way/1240709701,ok,2026-09-24
k-way1240763851,,,,Oure,,,,bro,1.0,2,,"55.1154243, 10.7295293",way/1240763851 way/1240763852,ok,2026-09-24
k-way1242190771,,,,Landsbyen Sølund,,,,bro,1.0,1,,"56.0305630, 9.9162818",way/1242190771,ok,2026-09-24
k-way1242769793,,,,Vejlby Strand,,,,bro,1.0,1,,"56.5648599, 8.1326474",way/1242769793,ok,2026-09-24
k-way1243119946,,,,Brede,,,,bro,1.0,1,,"55.7850223, 12.4969183",way/1243119946,ok,2026-09-24
k-way1244696204,,,,Dragsmur,,,,bro,1.0,1,,"56.1717138, 10.5229849",way/1244696204,ok,2026-09-24
k-way1244820604,,,,Skovgårde Strand,,,,bro,1.0,1,,"56.5128185, 10.5255619",way/1244820604,ok,2026-09-24
k-way124537429,,,,Fredericia,,,,bro,1.0,1,,"55.5563848, 9.7647066",way/124537429,ok,2026-09-24
k-way124537430,,,,Fredericia,,,,bro,1.0,2,,"55.5558702, 9.7667607",way/124537430 way/124537432,ok,2026-09-24
k-way1245637129,,,,Birkelse,,,,bro,1.0,1,,"57.1470506, 9.6894881",way/1245637129,ok,2026-09-24
k-way1247431118,,,,Midtholm,,,,bro,1.0,1,,"54.9027296, 9.1464802",way/1247431118,ok,2026-09-24
k-way1247431120,,,,Porsbøl,,,,bro,1.0,2,,"54.9641898, 9.2890479",way/1247431120 way/1247431122,ok,2026-09-24
k-way1247431126,,,,Porsbøl,,,,bro,1.0,1,,"54.9666622, 9.2892046",way/1247431126,ok,2026-09-24
k-way1252998662,,,,Varde,,,,bro,1.0,1,,"55.6194597, 8.4911645",way/1252998662,ok,2026-09-24
k-way1256805445,,,,Lusig,,,,bro,1.0,1,,"55.0091013, 9.7280958",way/1256805445,ok,2026-09-24
k-way1257924896,,,,Kollund Mark,,,,bro,1.0,1,,"54.8575355, 9.4440677",way/1257924896,ok,2026-09-24
k-way1262104199,,,,Bolbro,,,,bro,1.0,1,,"55.3905551, 10.3528260",way/1262104199,ok,2026-09-24
k-way1263158097,,,,Thurø By,,,,bro,1.0,8,,"55.0405689, 10.6617953",way/1263158097 way/180568974 way/180568975 way/180568976 way/180569836 way/180569854 way/380586432 way/380586435,ok,2026-09-24
k-way1264766092,,,,Hou,,,,bro,1.0,1,,"57.0565419, 10.3816328",way/1264766092,ok,2026-09-24
k-way126546304,,,,Stovgård,,,,bro,1.0,1,,"54.9267043, 9.7585786",way/126546304,ok,2026-09-24
k-way126554098,på kortet,,,Nyborg,,,,bro,1.0,2,nyborg-roklub,"55.3071461, 10.7871294",way/126554098 way/211112007,ok,2026-09-24
k-way1265772867,,,,Jyderup,,,,bro,1.0,1,,"55.6559972, 11.3939192",way/1265772867,ok,2026-09-24
k-way1266092726,,,,Jyderup,,,,bro,1.0,1,,"55.6546288, 11.3955177",way/1266092726,ok,2026-09-24
k-way1266410252,,,,Ollerup,,,,bro,1.0,1,,"55.0699781, 10.5121660",way/1266410252,ok,2026-09-24
k-way1266592333,,,,Nørup,,,,bro,1.0,1,,"55.7158633, 9.3136662",way/1266592333,ok,2026-09-24
k-way126710930,,,Skjern Bådehavn,Skjern,,,,havn,1.0,1,,"55.9305572, 8.5014385",way/126710930,ok,2026-09-24
k-way1267207506,på kortet,,,Svogerslev,,,,bro,1.0,1,lynghoejsoeerne-roskilde,"55.6258565, 12.0126633",way/1267207506,ok,2026-09-24
k-way126977791,,,,Lambjerglund,,,,bro,1.0,1,,"54.8954864, 9.8576831",way/126977791,ok,2026-09-24
k-way1270323219,,,,Egå,,,,bro,1.0,1,,"56.2145180, 10.2921080",way/1270323219,ok,2026-09-24
k-way127077738,på kortet,,,Nivå,,,,bro,1.0,1,nivaa-kajakklub,"55.9374891, 12.5278938",way/127077738,ok,2026-09-24
k-way1270818633,,,,Lemming,,,,bro,1.0,1,,"56.2568099, 9.5422625",way/1270818633,ok,2026-09-24
k-way1271480029,,,,Esrum,,,,bro,1.0,1,,"56.0362092, 12.3776323",way/1271480029,ok,2026-09-24
k-way1271798109,,,,Hou,,,,bro,1.0,1,,"55.9140852, 10.2497684",way/1271798109,ok,2026-09-24
k-way1272612000,,,,Branden,,,,bro,1.0,2,,"56.8024373, 9.0190920",way/1272612000 way/390132107,ok,2026-09-24
k-way1276411072,,,,Mundelstrup,,,,bro,1.0,1,,"56.1955699, 10.0431543",way/1276411072,ok,2026-09-24
k-way1278732106,,,,Egå Bro,,,,bro,1.0,2,,"56.1962119, 10.2641576",way/1278732106 way/612931555,ok,2026-09-24
k-way1278732107,,,,Egå Bro,,,,bro,1.0,1,,"56.1970284, 10.2669791",way/1278732107,ok,2026-09-24
k-way1282009291,,,,Nabben,,,,bro,1.0,1,,"55.1860738, 10.1028773",way/1282009291,ok,2026-09-24
k-way1284896089,,,,Vindeballe,,,,bro,1.0,1,,"54.8876181, 10.3706287",way/1284896089,ok,2026-09-24
k-way1285552743,,,,Nab,,,,bro,1.0,1,,"55.0518050, 10.3236274",way/1285552743,ok,2026-09-24
k-way1285552745,,,,Nab,,,,bro,1.0,1,,"55.0531077, 10.3371288",way/1285552745,ok,2026-09-24
k-way1285857972,,,,Kasted,,,,bro,1.0,1,,"56.2149470, 10.1456415",way/1285857972,ok,2026-09-24
k-way128638374,,,,Kragemade,,,,bro,1.0,3,,"54.9100289, 9.6556674",way/128638374 way/136014480 way/550469784,ok,2026-09-24
k-way1286617190,,,,Elvighøj,,,,bro,1.0,4,,"55.4858215, 9.5867018",way/1286617190 way/1286617191 way/1286617192 way/1286617193,ok,2026-09-24
k-way1286617196,,,,Elvighøj,,,,bro,1.0,1,,"55.4910823, 9.5568628",way/1286617196,ok,2026-09-24
k-way1286617197,,,,Elvighøj,,,,bro,1.0,1,,"55.4911302, 9.5703577",way/1286617197,ok,2026-09-24
k-way1286617204,,,,Elvighøj,,,,bro,1.0,3,,"55.4883048, 9.5751527",way/1286617204 way/1286617205 way/1286617206,ok,2026-09-24
k-way1287960582,på kortet,,,Kerteminde,,,,bro,1.0,7,kerteminde-havn-2,"55.4514037, 10.6662474",way/1287960582 way/1287960583 way/1287960584 way/1511473278 way/237099216 way/409976641 way/520209475,ok,2026-09-24
k-way1288136850,,,,Sæby,,,,bro,1.0,3,,"57.3325586, 10.5346596",way/1288136850 way/343781129 way/343781132,ok,2026-09-24
k-way1288763326,,,,Odense,,,,bro,1.0,2,,"55.3948486, 10.3900306",way/1288763326 way/1288763327,ok,2026-09-24
k-way1289177206,,,,Hellum,,,,bro,1.0,1,,"57.2687037, 10.1644604",way/1289177206,ok,2026-09-24
k-way1290067988,,,,Endelave By,,,,bro,1.0,2,,"55.7620105, 10.2730509",way/1290067988 way/1303873757,ok,2026-09-24
k-way1290395603,,,,Hærup Strand,,,,bro,1.0,1,,"56.5740918, 8.7249669",way/1290395603,ok,2026-09-24
k-way1290486847,,,,Gyldendal,,,,bro,1.0,1,,"56.5784848, 8.7159280",way/1290486847,ok,2026-09-24
k-way1292349781,,,,Davinde,,,,bro,1.0,1,,"55.3333339, 10.5366988",way/1292349781,ok,2026-09-24
k-way1292712547,,,,Egsmark,,,,bro,1.0,1,,"56.2257433, 10.6535049",way/1292712547,ok,2026-09-24
k-way1292858854,,,,Grenaa,,,,bro,1.0,2,,"56.4123192, 10.8844713",way/1292858854 way/617142916,ok,2026-09-24
k-way1293004340,,,,Hudevad,,,,bro,1.0,2,,"55.3192042, 10.5409813",way/1293004340 way/1293004341,ok,2026-09-24
k-way1293826057,,,,Skolevangen,,,,bro,1.0,1,,"56.1772713, 10.2328046",way/1293826057,ok,2026-09-24
k-way1295965294,,,,Strømmen,,,,bro,1.0,1,,"56.4547034, 10.0346360",way/1295965294,ok,2026-09-24
k-way1296175188,,,Hønsebroerne,Næsset,,,,bro,1.0,11,,"55.8570236, 9.8720253",way/1296175188 way/40983762 way/641357426 way/93625148 way/93625153 way/93625154 way/93625157 way/93625158 way/93625160 way/93625161 way/93625163,ok,2026-09-24
k-way1296809707,,,,Gandrup,,,,bro,1.0,1,,"57.0619688, 10.1921233",way/1296809707,ok,2026-09-24
k-way129690835,,,,Haslevgårde Bakker,,,,bro,1.0,1,,"56.7697861, 10.2921030",way/129690835,ok,2026-09-24
k-way1296963018,,,,Vridsted,,,,bro,1.0,1,,"56.4427089, 9.0019937",way/1296963018,ok,2026-09-24
k-way1297191354,,,,Boring,,,,bro,1.0,1,,"55.8632391, 9.5653926",way/1297191354,ok,2026-09-24
k-way1297744535,,,,Dynt Strand,,,,bro,1.0,1,,"54.8888972, 9.7238002",way/1297744535,ok,2026-09-24
k-way1300087370,,,,Kildebakkerne,,,,bro,1.0,1,,"55.9257336, 12.0417036",way/1300087370,ok,2026-09-24
k-way1302706861,,,,Hirsholm,,,,bro,1.0,1,,"57.4860507, 10.6256239",way/1302706861,ok,2026-09-24
k-way1303226941,,,,Egå Bro,,,,bro,1.0,2,,"56.2001033, 10.2815945",way/1303226941 way/612931577,ok,2026-09-24
k-way1303687040,,,,Svenstrup,,,,bro,1.0,3,,"56.9753422, 9.8502576",way/1303687040 way/1303687041 way/1303687042,ok,2026-09-24
k-way1304103538,,,,Drøsselbjerglung,,,,bro,1.0,1,,"55.4626712, 11.1905597",way/1304103538,ok,2026-09-24
k-way1304314278,på kortet,,,Avedøre Holme,,,,bro,1.0,2,hvidovre-roklub,"55.6251929, 12.5009872",way/1304314278 way/1304314279,ok,2026-09-24
k-way1304624795,,,,Mariager,,,,bro,1.0,1,,"56.6552365, 9.9714743",way/1304624795,ok,2026-09-24
k-way1304853548,,,,Boesdal,,,,bro,1.0,1,,"55.2632389, 12.4165135",way/1304853548,ok,2026-09-24
k-way1304913367,,,,Gurre,,,,bro,1.0,1,,"56.0250523, 12.5274572",way/1304913367,ok,2026-09-24
k-way1305359587,,,,Faldsled,,,,bro,1.0,1,,"55.1483966, 10.1480228",way/1305359587,ok,2026-09-24
k-way1306082450,,,,Tissinghuse,,,,bro,1.0,1,,"56.7165833, 8.6273632",way/1306082450,ok,2026-09-24
k-way1306082454,,,,Tissinghuse,,,,bro,1.0,1,,"56.7192308, 8.6313172",way/1306082454,ok,2026-09-24
k-way1307272044,på kortet,,G,Brøndby Strand,,,,bro,1.0,3,broendby-kajakklub,"55.6111919, 12.4418961",way/1307272044 way/25544857 way/25544859,ok,2026-09-24
k-way1307316475,,,,Valsømagle,,,,bro,1.0,3,,"55.4835387, 11.8006843",way/1307316475 way/264484461 way/264484468,ok,2026-09-24
k-way130742533,,,Kong Harald og Dronning Kirstens Bro,Kvie,,,,bro,1.0,1,,"55.7238995, 8.7726511",way/130742533,ok,2026-09-24
k-way1307834682,,,,Søholt,,,,bro,1.0,9,,"56.1769830, 9.5663743",way/1307834682 way/1307834683 way/1307834684 way/905027160 way/905027162 way/905027163 way/905027164 way/905027165 way/905027166,ok,2026-09-24
k-way1308387828,,,,Yderby Lyng,,,,slæbested,1.0,1,,"56.0061883, 11.2795961",way/475681295,ok,2026-09-24
k-way1311105880,,,,Søholt,,,,bro,1.0,12,,"56.1748803, 9.5745012",way/1311105880 way/1315155634 way/903714675 way/903714676 way/903714677 way/903714678 way/903714679 way/903714680 way/903714682 way/903714683 way/903714684 way/905027179,ok,2026-09-24
k-way1311105881,,,,Søholt,,,,bro,1.0,4,,"56.1752338, 9.5720268",way/1311105881 way/905027176 way/905027177 way/905027178,ok,2026-09-24
k-way1311272945,,,,Nordborg,,,,bro,1.0,1,,"55.0593336, 9.7502324",way/1311272945,ok,2026-09-24
k-way1311476394,,,,Nordhavn,,,,bro,1.0,1,,"55.7217237, 12.6152569",way/1311476394,ok,2026-09-24
k-way1311821238,,,,Gyldensteen,,,,bro,1.0,1,,"55.5806108, 10.1585700",way/1311821238,ok,2026-09-24
k-way1313071048,,,,Kristiansminde,,,,bro,1.0,1,,"55.5855108, 10.4230946",way/1313071048,ok,2026-09-24
k-way1313071049,,,,Tofteløkken,,,,bro,1.0,1,,"55.5892380, 10.4149131",way/1313071049,ok,2026-09-24
k-way1313428996,,,,Liljeparken,,,,bro,1.0,1,,"55.5744045, 10.4413131",way/1313428996,ok,2026-09-24
k-way1314378048,,,,Indre By,,,,bro,1.0,2,,"55.6840655, 12.6093097",way/1314378048 way/369595741,ok,2026-09-24
k-way1314690981,,,,Rønnede,,,,bro,1.0,1,,"55.2540880, 12.0193393",way/1314690981,ok,2026-09-24
k-way1314771819,,,Vester Havn,Vesterby,,,,havn,1.0,1,,"54.9356080, 11.3736275",way/1314771819,ok,2026-09-24
k-way1315134392,,,,Karlsminde,,,,bro,1.0,1,,"55.0525973, 9.8348597",way/1315134392,ok,2026-09-24
k-way1315155653,,,,Søholt,,,,bro,1.0,6,,"56.1745467, 9.5767969",way/1315155653 way/903714670 way/903714671 way/903714672 way/903714673 way/903714674,ok,2026-09-24
k-way1315255010,,,,Lemvig,,,,bro,1.0,1,,"56.5480206, 8.3136199",way/1315255010,ok,2026-09-24
k-way1315348556,,,,Lemvig,,,,bro,1.0,1,,"56.5412106, 8.3024319",way/1315348556,ok,2026-09-24
k-way131638272,,,,Strandby,,,,bro,1.0,1,,"57.4957858, 10.5020286",way/131638272,ok,2026-09-24
k-way1316999962,,,,Nykøbing Mors,,,,bro,1.0,1,,"56.8000643, 8.8779482",way/1316999962,ok,2026-09-24
k-way1317060449,,,,Ebeltoft,,,,bro,1.0,2,,"56.1980225, 10.6705981",way/1317060449 way/1317060450,ok,2026-09-24
k-way1318310041,,,,Bårse,,,,bro,1.0,1,,"55.1276884, 11.9416797",way/1318310041,ok,2026-09-24
k-way1318970026,,,,Halvrimmen,,,,bro,1.0,1,,"57.1074550, 9.5634720",way/1318970026,ok,2026-09-24
k-way131945936,,,,Lindelse,,,,bro,1.0,1,,"54.8427190, 11.0590144",way/131945936,ok,2026-09-24
k-way1319693381,,,,Klippinge,,,,bro,1.0,1,,"55.3496512, 12.3314215",way/1319693381,ok,2026-09-24
k-way1320070463,,,,Skallerup,,,,bro,1.0,1,,"56.8542557, 8.6478063",way/1320070463,ok,2026-09-24
k-way1321563374,på kortet,,,Kirkehøj,,,,bro,1.0,10,spot-15,"55.8492095, 8.2804580",way/277147187 way/277147188 way/277147189 way/277147190 way/277147191 way/277147192 way/277147193 way/277147194 way/277147195 way/42031035,ok,2026-09-24
k-way132197847,,,,Frederikshavn,,,,bro,1.0,2,,"57.4511653, 10.5458238",way/132197847 way/132197850,ok,2026-09-24
k-way1322123108,,,,Sønder Dråby,,,,slæbested,1.0,1,,"56.8834346, 8.8449862",way/1322123108,forsvundet,2026-09-24
k-way1322831840,,,,Kirkeby,,,,bro,1.0,1,,"54.7692314, 10.7212113",way/1322831840,ok,2026-09-24
k-way1323482977,,,,Ullerød,,,,bro,1.0,1,,"55.9407269, 12.2561275",way/1323482977,ok,2026-09-24
k-way132471926,,,,Indre By,,,,bro,1.0,1,,"55.6774684, 12.5806927",way/132471926,ok,2026-09-24
k-way1325583521,,,,Kirkehavn,,,,bro,1.0,3,,"55.1711474, 11.1618505",way/1325583521 way/327389577 way/327389579,ok,2026-09-24
k-way132569880,,,,Kalundborg,,,,bro,1.0,1,,"55.6647717, 11.0765605",way/132569880,ok,2026-09-24
k-way1326198447,,,,Balle Strand,,,,bro,1.0,1,,"55.0366591, 12.1405871",way/1326198447,ok,2026-09-24
k-way1326199430,,,,Stege,,,,bro,1.0,1,,"54.9874860, 12.2799942",way/1326199430,ok,2026-09-24
k-way132762320,,,,Vindebyøre,,,,bro,1.0,1,,"55.0594065, 10.6253140",way/132762320,ok,2026-09-24
k-way1329299083,,,,Birkhede,,,,bro,1.0,9,,"56.0934465, 9.7518851",way/1329299083 way/1329299084 way/1329299085 way/1345487112 way/173278005 way/259565792 way/905297183 way/905297184 way/905297185,ok,2026-09-24
k-way1329299851,,,,Birkhede,,,,bro,1.0,3,,"56.0916481, 9.7497409",way/1329299851 way/1329299852 way/1345444280,ok,2026-09-24
k-way1329837377,,,,Gershøj,,,,bro,1.0,2,,"55.6986534, 11.9667416",way/1329837377 way/1329837378,ok,2026-09-24
k-way1330143162,,,,Ny Frederiksdal,,,,bro,1.0,1,,"55.7753006, 12.4665974",way/1330143162,ok,2026-09-24
k-way1330202994,,,,Gamløse,,,,bro,1.0,1,,"55.7572230, 11.8368415",way/1330202994,ok,2026-09-24
k-way1331626199,,,,Stevnstrup,,,,bro,1.0,1,,"56.4465031, 9.9506593",way/1331626199,ok,2026-09-24
k-way1332018698,,,,Østengård,,,,bro,1.0,1,,"55.7076806, 9.4708518",way/1332018698,ok,2026-09-24
k-way1332140620,,,,Vingsted,,,,bro,1.0,1,,"55.6776893, 9.3835870",way/1332140620,ok,2026-09-24
k-way1332440146,,,,Stige,,,,bro,1.0,1,,"55.4492017, 10.4255787",way/1332440146,ok,2026-09-24
k-way1333168096,,,,Skærbæk,,,,bro,1.0,1,,"55.5091326, 9.6393544",way/1333168096,ok,2026-09-24
k-way1333431713,,,,Fredericia,,,,bro,1.0,1,,"55.5612011, 9.7597494",way/1333431713,ok,2026-09-24
k-way1333584140,,,,Københovedskov,,,,bro,1.0,1,,"55.4202527, 9.0655360",way/1333584140,ok,2026-09-24
k-way1333782266,,,,Nyråd,,,,bro,1.0,3,,"54.9979295, 11.9479960",way/1333782266 way/1334159948 way/1345417228,ok,2026-09-24
k-way1335010396,,,,Kalvehave,,,,bro,1.0,4,,"54.9934281, 12.1688057",way/1335010396 way/1335010397 way/237743993 way/376627466,ok,2026-09-24
k-way133600921,,,,Rudkøbing,,,,bro,1.0,5,,"54.9394365, 10.7080386",way/133600921 way/133600923 way/616897193 way/616897194 way/616897195,ok,2026-09-24
k-way1336067010,,,,Christiansminde,,,,bro,1.0,4,,"55.0550136, 10.6462663",way/1336067010 way/1336067011 way/1336067012 way/1336067015,ok,2026-09-24
k-way1336067013,,,,Christiansminde,,,,bro,1.0,5,,"55.0558489, 10.6481382",way/1336067013 way/1336067014 way/1336067016 way/1336067017 way/1346660008,ok,2026-09-24
k-way1336068497,,,,Christiansminde,,,,bro,1.0,1,,"55.0559022, 10.6532282",way/1336068497,ok,2026-09-24
k-way1336068498,,,,Christiansminde,,,,bro,1.0,4,,"55.0564891, 10.6550295",way/1336068498 way/1336068499 way/1336068500 way/1336068501,ok,2026-09-24
k-way1336068502,,,,Rubjergskov,,,,bro,1.0,1,,"55.0575718, 10.6787813",way/1336068502,ok,2026-09-24
k-way1336068503,,,,Rubjergskov,,,,bro,1.0,1,,"55.0570594, 10.6809462",way/1336068503,ok,2026-09-24
k-way1336068504,,,,Skårupøre,,,,bro,1.0,2,,"55.0611332, 10.7138428",way/1336068504 way/1346653409,ok,2026-09-24
k-way1336069567,,,,Elsehoved Strand,,,,bro,1.0,1,,"55.1010480, 10.7722527",way/1336069567,ok,2026-09-24
k-way1338260117,,,,Tønder,,,,bro,1.0,1,,"54.9344682, 8.8729082",way/1338260117,ok,2026-09-24
k-way1338284791,,,,Ørestad,,,,bro,1.0,1,,"55.6427226, 12.5557019",way/1338284791,ok,2026-09-24
k-way1338551757,,,,Saksborg,,,,bro,1.0,1,,"54.9333037, 9.0833555",way/1338551757,ok,2026-09-24
k-way1338552473,,,,Hajstrup,,,,bro,1.0,1,,"54.9334741, 9.1146503",way/1338552473,ok,2026-09-24
k-way1339064429,,,,Stege,,,,bro,1.0,1,,"54.9914742, 12.3014428",way/1339064429,ok,2026-09-24
k-way1340352563,,,,Nyråd,,,,bro,1.0,3,,"55.0023920, 11.9750214",way/1340352563 way/470336806 way/470338426,ok,2026-09-24
k-way1340390659,,,,Nyråd,,,,bro,1.0,3,,"55.0037607, 11.9749607",way/1340390659 way/1340390662 way/1340390665,ok,2026-09-24
k-way1340390668,,,,Nyråd,,,,bro,1.0,3,,"55.0047560, 11.9763927",way/1340390668 way/1340390670 way/1340390675,ok,2026-09-24
k-way1341530501,,,,Fredericia,,,,bro,1.0,1,,"55.5631506, 9.7691772",way/1341530501,ok,2026-09-24
k-way1341765268,,,,Vranderup,,,,bro,1.0,1,,"55.4960963, 9.4122902",way/1341765268,ok,2026-09-24
k-way134289277,,,,Nykøbing Falster,,,,bro,1.0,2,,"54.7605483, 11.8618724",way/134289277 way/134289278,ok,2026-09-24
k-way1342929268,,,,Kirkegårde,,,,bro,1.0,2,,"55.9956275, 8.9627894",way/1342929268 way/1342929273,ok,2026-09-24
k-way1343397145,,,,Kirkegårde,,,,bro,1.0,1,,"56.0023745, 8.9687562",way/1343397145,ok,2026-09-24
k-way1345417230,,,,Nyråd,,,,bro,1.0,1,,"54.9976632, 11.9499206",way/1345417230,ok,2026-09-24
k-way1345417235,,,,Bakkebølle Strand,,,,bro,1.0,4,,"54.9710836, 11.9921257",way/1345417235 way/1345417236 way/1359278422 way/1359278423,ok,2026-09-24
k-way1346122060,,,,Hattenæs,,,,bro,1.0,5,,"56.1453341, 9.5846467",way/1346122060 way/893125610 way/893125611 way/893125612 way/893125613,ok,2026-09-24
k-way1346601383,,,,Tapdrup,,,,bro,1.0,1,,"56.4334637, 9.4814348",way/1346601383,ok,2026-09-24
k-way1346653410,,,,Åbyskov,,,,bro,1.0,2,,"55.0663235, 10.7310448",way/1346653410 way/1346653411,ok,2026-09-24
k-way1346653414,,,,Åbyskov,,,,bro,1.0,2,,"55.0680037, 10.7383984",way/1346653414 way/1346653415,ok,2026-09-24
k-way1346653416,,,,Vængemose,,,,bro,1.0,1,,"55.0716022, 10.7452517",way/1346653416,ok,2026-09-24
k-way1346653424,,,,Vængemose,,,,bro,1.0,1,,"55.0743705, 10.7465126",way/1346653424,ok,2026-09-24
k-way1346653428,,,,Vængemose,,,,bro,1.0,2,,"55.0766483, 10.7494481",way/1346653428 way/1346653429,ok,2026-09-24
k-way1346653435,,,,Brohave,,,,bro,1.0,1,,"55.0798700, 10.7517965",way/1346653435,ok,2026-09-24
k-way1346653446,,,,Brohave,,,,bro,1.0,1,,"55.0812243, 10.7524154",way/1346653446,ok,2026-09-24
k-way1346653459,,,,Brohave,,,,bro,1.0,1,,"55.0841238, 10.7535626",way/1346653459,ok,2026-09-24
k-way1346653462,,,,Elsehoved Strand,,,,bro,1.0,1,,"55.1011385, 10.7700014",way/1346653462,ok,2026-09-24
k-way1346659972,,,,Valborgs Kasse,,,,bro,1.0,3,,"55.0333268, 10.6986102",way/1346659972 way/1346659973 way/1346659974,ok,2026-09-24
k-way1346659975,,,,Valborgs Kasse,,,,bro,1.0,3,,"55.0330532, 10.6966235",way/1346659975 way/1346659976 way/1346659977,ok,2026-09-24
k-way1346659978,,,,Valborgs Kasse,,,,bro,1.0,1,,"55.0314870, 10.6908471",way/1346659978,ok,2026-09-24
k-way1346659979,,,,Grasten,,,,bro,1.0,2,,"55.0295086, 10.6746635",way/1346659979 way/707259522,ok,2026-09-24
k-way1346659980,,,,Grasten,,,,bro,1.0,6,,"55.0295448, 10.6694613",way/1346659980 way/1346659981 way/1346659982 way/1346659983 way/1346659984 way/707259523,ok,2026-09-24
k-way1346659985,,,,Grasten,,,,bro,1.0,3,,"55.0374908, 10.6718739",way/1346659985 way/1346659986 way/1346659987,ok,2026-09-24
k-way1346659988,,,,Valborgs Kasse,,,,bro,1.0,1,,"55.0381211, 10.6870211",way/1346659988,ok,2026-09-24
k-way1346659989,,,,Valborgs Kasse,,,,bro,1.0,1,,"55.0383846, 10.6922866",way/1346659989,ok,2026-09-24
k-way1346659990,,,,Smørmosen,,,,bro,1.0,1,,"55.0414891, 10.6998001",way/1346659990,ok,2026-09-24
k-way1346659991,,,,Valborgs Kasse,,,,bro,1.0,4,,"55.0414460, 10.6845694",way/1346659991 way/707259533 way/707259534 way/707259535,ok,2026-09-24
k-way1346659992,,,,Thurø By,,,,bro,1.0,2,,"55.0414114, 10.6786959",way/1346659992 way/707259530,ok,2026-09-24
k-way1346659993,,,,Thurø By,,,,bro,1.0,2,,"55.0418984, 10.6705017",way/1346659993 way/180568388,ok,2026-09-24
k-way1346659994,,,,Thurø By,,,,bro,1.0,4,,"55.0415215, 10.6640864",way/1346659994 way/180569834 way/180569837 way/180569846,ok,2026-09-24
k-way1346659995,,,,Thurø By,,,,bro,1.0,5,,"55.0402846, 10.6593317",way/1346659995 way/180569839 way/180569843 way/180569847 way/180569852,ok,2026-09-24
k-way1346659996,,,,Troense,,,,bro,1.0,3,,"55.0378619, 10.6517191",way/1346659996 way/707259528 way/707259529,ok,2026-09-24
k-way1346659997,,,,Troense,,,,bro,1.0,7,,"55.0394025, 10.6498947",way/1346659997 way/1346659998 way/1346659999 way/1346660000 way/1346660001 way/707259527 way/918148963,ok,2026-09-24
k-way1346660002,,,,Troense,,,,bro,1.0,3,,"55.0404663, 10.6502328",way/1346660002 way/1346660003 way/1346660004,ok,2026-09-24
k-way1346660005,,,,Christiansminde,,,,bro,1.0,3,,"55.0486451, 10.6466731",way/1346660005 way/707259570 way/707259571,ok,2026-09-24
k-way1346660006,,,,Christiansminde,,,,bro,1.0,2,,"55.0496467, 10.6480436",way/1346660006 way/1346660007,ok,2026-09-24
